Station ID,AQI,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time
8767,87.0,9.613503480278423,22.248210340256296,65.0,13.50085341365462,973.9535637149028,45.40338983050848,87.0,26.0,2.0,1/30/2021 21:00
8688,180.0,9.613503480278423,22.248210340256296,77.0,13.50085341365462,973.9535637149028,45.40338983050848,63.240613553113555,18.0,1.5,1/30/2021 22:00
8641,215.0,0.2,22.248210340256296,77.0,13.3,973.9535637149028,45.40338983050848,215.0,18.0,1.5,1/30/2021 21:00
13012,32.0,2.0,22.248210340256296,76.2,3.0,927.4,22.0,32.0,19.2,4.0,1/30/2021 22:00
12488,21.0,1.0,22.248210340256296,88.0,13.50085341365462,973.9535637149028,20.0,21.0,22.0,2.3,1/30/2021 22:00
13251,183.0,13.0,22.248210340256296,82.0,29.0,973.9535637149028,160.0,183.0,18.0,2.0,1/30/2021 19:00
12976,137.0,7.0,22.248210340256296,77.0,19.0,973.9535637149028,71.0,137.0,18.0,1.5,1/30/2021 22:00
13250,175.0,38.0,22.248210340256296,90.3,7.0,973.9535637149028,69.0,175.0,16.3,150.0,1/30/2021 22:00
5507,54.0,9.613503480278423,22.248210340256296,91.5,5.0,973.9535637149028,28.0,54.0,17.4,1.0,1/30/2021 21:00
11778,12.0,5.0,22.248210340256296,91.5,12.0,973.9535637149028,8.0,12.0,7.0,1.0,1/30/2021 21:00
12958,182.0,6.0,22.248210340256296,77.0,27.0,973.9535637149028,99.0,182.0,18.0,1.5,1/30/2021 22:00
12957,66.85816618911174,3.0,22.248210340256296,77.0,21.0,973.9535637149028,74.0,119.0,18.0,2.0,1/30/2021 22:00
13015,192.0,34.0,22.248210340256296,82.0,48.0,973.9535637149028,147.0,192.0,18.0,2.0,1/30/2021 20:00
13018,161.0,13.0,22.248210340256296,82.0,34.0,973.9535637149028,102.0,161.0,18.0,2.0,1/30/2021 20:00
13019,178.0,17.0,22.248210340256296,82.0,49.0,973.9535637149028,118.0,178.0,18.0,2.0,1/30/2021 20:00
13026,186.0,17.0,22.248210340256296,82.0,31.0,973.9535637149028,128.0,186.0,18.0,2.0,1/30/2021 20:00
1584,66.85816618911174,13.0,22.248210340256296,88.0,1.0,973.9535637149028,45.40338983050848,63.240613553113555,21.0,0.5,1/30/2021 21:00
1585,66.85816618911174,2.0,22.248210340256296,73.0,2.0,973.9535637149028,45.40338983050848,63.240613553113555,24.0,4.1,1/30/2021 22:00
13017,189.0,15.0,22.248210340256296,82.0,35.0,973.9535637149028,158.0,189.0,18.0,2.0,1/30/2021 20:00
13020,156.0,15.0,22.248210340256296,82.0,35.0,973.9535637149028,104.0,156.0,18.0,2.0,1/30/2021 20:00
13013,191.0,20.0,22.248210340256296,82.0,45.0,973.9535637149028,161.0,191.0,18.0,2.0,1/30/2021 20:00
13014,176.0,16.0,22.248210340256296,82.0,13.50085341365462,973.9535637149028,112.0,176.0,18.0,2.0,1/30/2021 20:00
13252,189.0,9.613503480278423,22.248210340256296,84.0,13.50085341365462,990.5,168.0,189.0,16.0,1.0,1/30/2021 22:00
8767,59.0,9.613503480278423,22.248210340256296,80.5,13.50085341365462,973.9535637149028,45.40338983050848,59.0,25.5,1.2,1/31/2021 23:00
8641,66.85816618911174,0.1,22.248210340256296,90.5,9.2,973.9535637149028,45.40338983050848,117.0,19.0,2.5,1/31/2021 22:00
13012,20.0,1.0,22.248210340256296,81.5,3.0,928.7,17.0,20.0,17.1,2.0,1/31/2021 23:00
12488,66.85816618911174,1.0,22.248210340256296,78.0,13.50085341365462,973.9535637149028,27.0,19.0,22.0,2.8,1/31/2021 23:00
13251,180.0,17.0,22.248210340256296,90.5,23.0,973.9535637149028,131.0,180.0,19.0,2.5,1/31/2021 21:00
12976,66.85816618911174,3.0,22.248210340256296,88.0,14.0,973.9535637149028,39.0,60.0,19.0,2.5,1/31/2021 23:00
13250,135.0,30.0,22.248210340256296,94.5,3.0,973.9535637149028,65.0,135.0,17.3,22.0,1/31/2021 23:00
5507,33.0,9.613503480278423,22.248210340256296,92.7,5.0,973.9535637149028,17.0,33.0,18.4,1.0,1/31/2021 23:00
11778,10.0,5.0,22.248210340256296,92.7,43.0,973.9535637149028,7.0,10.0,14.0,1.0,1/31/2021 22:00
12958,97.0,3.0,22.248210340256296,88.0,30.0,973.9535637149028,60.0,97.0,19.0,2.5,1/31/2021 22:00
12957,66.85816618911174,2.0,22.248210340256296,88.0,14.0,973.9535637149028,74.0,119.0,19.0,2.5,1/31/2021 23:00
13015,175.0,41.0,22.248210340256296,90.5,40.0,973.9535637149028,121.0,175.0,19.0,2.5,1/31/2021 21:00
13018,140.0,5.0,22.248210340256296,90.5,19.0,973.9535637149028,71.0,140.0,19.0,2.5,1/31/2021 21:00
13019,140.0,9.0,22.248210340256296,90.5,24.0,973.9535637149028,82.0,140.0,19.0,2.5,1/31/2021 21:00
13026,184.0,8.0,22.248210340256296,93.0,21.0,973.9535637149028,111.0,184.0,19.0,2.3,1/31/2021 20:00
