,Station ID,AQI,CO,Dew,Humidity,NO2,Pressure,PM10,PM2.5,Temperature,Wind,Data Time
523,1585,,1.0,19.0,58.0,1.0,,,,28.0,7.7,2/24/2021 13:00
524,13017,102.0,6.0,16.0,60.0,10.0,,60.0,102.0,24.0,3.6,2/24/2021 13:00
525,13020,86.0,4.0,16.0,60.0,9.0,,52.0,86.0,24.0,3.8,2/24/2021 13:00
526,13013,113.0,4.0,16.0,60.0,23.0,,63.0,113.0,24.0,3.6,2/24/2021 13:00
527,13014,94.0,5.0,16.0,60.0,,,55.0,94.0,24.0,3.8,2/24/2021 13:00
528,13252,122.0,,17.5,82.4,,982.6,122.0,113.0,20.6,2.0,2/24/2021 14:00
529,8767,104.0,,22.0,55.0,,,,104.0,32.0,2.5,2/27/2021 15:00
530,8688,104.0,,14.0,72.0,,,,,19.0,5.1,2/27/2021 15:00
531,8641,93.0,0.2,14.0,77.0,1.4,,,93.0,18.0,5.6,2/27/2021 15:00
532,13012,97.0,6.0,16.6,43.7,21.0,921.9,57.0,97.0,30.3,2.0,2/27/2021 15:00
533,12488,59.0,2.0,22.0,76.0,,,59.0,48.0,26.5,2.8,2/27/2021 16:00
534,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
535,12976,44.0,3.0,14.0,72.0,14.0,,27.0,44.0,19.0,5.1,2/27/2021 15:00
536,13250,7.0,43.0,19.4,76.4,,998.0,7.0,31.0,23.8,4.0,2/27/2021 11:00
537,5507,26.0,,18.9,95.7,,998.5,14.0,26.0,19.6,1.0,2/27/2021 15:00
538,11778,3.0,6.0,18.9,95.7,12.0,998.5,2.0,3.0,19.6,1.0,2/27/2021 14:00
539,12958,70.0,3.0,14.0,72.0,4.0,,52.0,70.0,19.0,5.1,2/27/2021 15:00
540,12957,60.0,4.0,14.0,72.0,5.0,,40.0,60.0,19.0,5.1,2/27/2021 15:00
541,13015,79.0,12.0,14.0,72.0,29.0,,48.0,79.0,19.0,5.1,2/27/2021 14:00
542,13018,88.0,5.0,14.0,72.0,40.0,,51.0,88.0,19.0,5.1,2/27/2021 14:00
543,13019,65.0,7.0,14.0,72.0,20.0,,47.0,65.0,19.0,5.1,2/27/2021 14:00
544,13026,54.0,2.0,19.0,78.0,59.0,,54.0,1.0,23.0,4.3,2/25/2021 20:00
545,1584,,4.0,21.0,62.0,1.0,,,,29.0,2.5,2/27/2021 15:00
546,1585,,1.0,21.5,67.0,1.0,,,,28.0,4.8,2/27/2021 15:00
547,13017,97.0,10.0,14.0,77.0,9.0,,62.0,97.0,18.0,5.6,2/27/2021 15:00
548,13020,74.0,6.0,14.0,72.0,10.0,,49.0,74.0,19.0,5.1,2/27/2021 14:00
549,13013,112.0,5.0,14.0,77.0,16.0,,59.0,112.0,18.0,5.6,2/27/2021 15:00
550,13014,72.0,6.0,14.0,72.0,,,48.0,72.0,19.0,5.1,2/27/2021 14:00
551,13252,198.0,,12.1,67.1,,984.8,198.0,90.0,18.3,1.0,2/27/2021 16:00
552,8767,61.0,,22.0,49.0,,,,61.0,34.0,2.5,3/2/2021 14:00
553,8688,60.0,,10.0,49.0,,,,,21.0,3.0,3/2/2021 14:00
554,8641,59.0,0.1,10.0,49.0,7.4,,,59.0,21.0,3.0,3/2/2021 14:00
555,13012,15.0,2.0,17.6,44.3,5.0,926.7,14.0,15.0,31.2,4.0,3/2/2021 14:00
556,12488,24.0,2.0,23.0,80.5,,,16.0,24.0,26.5,6.4,3/2/2021 14:00
557,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
558,12976,,3.0,10.0,49.0,8.0,,32.0,54.0,21.0,3.0,3/2/2021 14:00
559,13250,15.0,33.0,13.8,60.1,2.0,,4.0,15.0,21.9,4.0,3/2/2021 14:00
560,5507,19.0,,16.9,87.1,,,11.0,19.0,19.1,1.0,3/2/2021 13:00
561,11778,6.0,6.0,16.9,87.1,12.0,,6.0,6.0,19.1,1.0,3/2/2021 13:00
562,12958,26.0,3.0,10.0,49.0,3.0,,20.0,26.0,21.0,3.6,3/2/2021 11:00
563,12957,28.0,4.0,10.0,50.5,4.0,,23.0,28.0,20.5,3.6,3/2/2021 14:00
564,13015,63.0,20.0,10.0,50.5,19.0,,50.0,63.0,20.5,3.6,3/2/2021 13:00
565,13018,40.0,4.0,10.0,50.5,11.0,,28.0,40.0,20.5,3.6,3/2/2021 13:00
566,13019,39.0,6.0,10.0,50.5,20.0,,36.0,39.0,20.5,3.6,3/2/2021 13:00
567,13026,54.0,2.0,19.0,78.0,59.0,,54.0,1.0,23.0,4.3,2/25/2021 20:00
568,1584,,3.0,22.5,71.5,1.0,,,,28.0,3.8,3/2/2021 13:00
569,1585,,1.0,21.0,73.0,1.0,,,,26.0,7.2,3/2/2021 14:00
570,13017,62.0,10.0,10.0,50.5,16.0,,56.0,62.0,20.5,3.6,3/2/2021 13:00
571,13020,42.0,7.0,10.0,50.5,12.0,,35.0,42.0,20.5,3.6,3/2/2021 13:00
572,13013,68.0,8.0,10.0,50.5,11.0,,57.0,68.0,20.5,3.6,3/2/2021 13:00
573,13014,44.0,6.0,10.0,50.5,,,32.0,44.0,20.5,3.6,3/2/2021 13:00
574,13252,80.0,,9.8,40.9,,990.2,80.0,48.0,23.9,2.0,3/2/2021 14:00
575,8767,65.0,,19.0,48.0,,,,65.0,31.0,4.1,3/3/2021 18:00
576,8688,87.0,,14.0,82.0,,,,,17.0,3.3,3/3/2021 18:00
577,8641,153.0,0.2,14.0,82.0,7.8,,,153.0,17.0,3.3,3/3/2021 18:00
578,13012,28.0,3.0,17.2,50.1,6.0,925.8,24.0,28.0,28.6,3.0,3/3/2021 18:00
579,12488,26.0,3.0,20.0,88.0,,,20.0,26.0,22.0,1.0,3/3/2021 18:00
580,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
581,12976,,6.0,14.0,82.0,20.0,,32.0,54.0,17.0,4.1,3/3/2021 18:00
582,13250,21.0,32.0,15.7,74.4,4.0,,2.0,21.0,20.4,3.0,3/3/2021 18:00
583,5507,21.0,,17.0,100.0,,,11.0,21.0,17.0,1.0,3/3/2021 18:00
584,11778,2.0,8.0,17.0,100.0,11.0,,2.0,2.0,17.0,1.0,3/3/2021 17:00
585,12958,,5.0,14.0,82.0,1.0,,20.0,26.0,17.0,4.1,3/3/2021 18:00
586,12957,75.0,4.0,14.0,82.0,10.0,,45.0,75.0,17.0,3.3,3/3/2021 18:00
587,13015,121.0,27.0,14.0,82.0,22.0,,87.0,121.0,17.0,3.3,3/3/2021 17:00
588,13018,83.0,6.0,14.0,82.0,10.0,,56.0,83.0,17.0,3.3,3/3/2021 17:00
589,13019,106.0,13.0,14.0,82.0,29.0,,65.0,106.0,17.0,3.3,3/3/2021 17:00
590,13026,112.0,7.0,14.0,82.0,13.0,,80.0,112.0,17.0,3.3,3/3/2021 17:00
591,1584,,9.0,22.0,76.0,1.0,,,,26.5,1.8,3/3/2021 9:00
592,1585,,2.0,22.0,78.0,2.0,,,,26.0,5.1,3/3/2021 18:00
593,13017,122.0,10.0,14.0,82.0,18.0,,87.0,122.0,17.0,3.3,3/3/2021 17:00
594,13020,82.0,9.0,14.0,82.0,18.0,,55.0,82.0,17.0,3.3,3/3/2021 17:00
595,13013,123.0,15.0,14.0,82.0,23.0,,89.0,123.0,17.0,3.3,3/3/2021 17:00
596,13014,82.0,9.0,14.0,82.0,,,54.0,82.0,17.0,3.3,3/3/2021 17:00
597,13252,115.0,,14.0,86.8,,988.4,115.0,109.0,16.2,1.0,3/3/2021 18:00
598,8767,50.0,,16.5,35.0,,,,50.0,34.0,5.4,3/5/2021 14:00
599,8688,166.0,,19.0,93.0,,,,,20.0,1.0,3/5/2021 14:00
600,8641,122.0,0.2,19.0,93.0,7.8,,,122.0,20.0,1.0,3/5/2021 14:00
601,13012,26.0,2.0,14.5,44.7,5.0,928.6,21.0,26.0,27.6,2.0,3/5/2021 14:00
602,12488,72.0,7.0,23.0,74.0,,,72.0,51.0,28.0,2.8,3/5/2021 14:00
603,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
604,12976,,5.0,19.0,93.0,10.0,,32.0,54.0,20.0,1.0,3/5/2021 14:00
605,13250,40.0,34.0,15.3,60.0,2.0,999.9,8.0,40.0,23.5,3.0,3/5/2021 14:00
606,5507,18.0,,20.5,95.8,,998.5,10.0,18.0,21.2,1.0,3/5/2021 14:00
607,11778,6.0,6.0,20.5,95.8,22.0,998.5,4.0,6.0,21.2,1.0,3/5/2021 13:00
608,12958,,4.0,19.0,93.0,2.0,,20.0,26.0,20.0,1.0,3/5/2021 14:00
609,12957,38.0,4.0,18.5,90.5,12.0,,25.0,38.0,20.0,1.2,3/5/2021 14:00
610,13015,118.0,22.0,19.0,93.0,25.0,,85.0,118.0,20.0,1.0,3/5/2021 14:00
611,13018,84.0,8.0,19.0,93.0,13.0,,58.0,84.0,20.0,1.0,3/5/2021 14:00
612,13019,100.0,9.0,18.5,90.5,22.0,,61.0,100.0,20.0,1.2,3/5/2021 13:00
613,13026,86.0,10.0,19.0,93.0,19.0,,69.0,86.0,20.0,1.0,3/5/2021 14:00
614,1584,,9.0,22.0,76.0,1.0,,,,26.5,1.8,3/3/2021 9:00
615,1585,,1.0,21.0,62.0,1.0,,,,29.0,5.1,3/5/2021 14:00
616,13017,111.0,15.0,19.0,93.0,19.0,,80.0,111.0,20.0,1.0,3/5/2021 14:00
617,13020,86.0,9.0,19.0,93.0,18.0,,73.0,86.0,20.0,1.0,3/5/2021 14:00
618,13013,115.0,12.0,19.0,93.0,18.0,,76.0,115.0,20.0,1.0,3/5/2021 14:00
619,13014,96.0,9.0,19.0,93.0,,,58.0,96.0,20.0,1.0,3/5/2021 14:00
620,13252,109.0,,18.3,70.9,,982.9,109.0,47.0,23.9,3.0,3/5/2021 15:00
621,8767,82.0,,15.0,30.0,,,,82.0,35.0,2.5,3/8/2021 15:00
622,8688,153.0,,22.0,88.0,,,,,24.0,4.1,3/8/2021 15:00
623,8641,139.0,0.2,22.0,88.0,7.4,,,139.0,24.0,4.1,3/8/2021 15:00
624,13012,24.0,2.0,15.7,40.8,6.0,927.4,20.0,24.0,30.5,2.0,3/8/2021 15:00
625,12488,13.0,4.0,23.0,74.0,,,13.0,6.0,28.0,6.9,3/8/2021 15:00
626,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
627,12976,,4.0,21.0,88.0,8.0,,,,23.0,3.6,3/8/2021 14:00
628,13250,30.0,40.0,19.8,69.5,3.0,,10.0,30.0,25.8,3.0,3/8/2021 15:00
629,5507,35.0,,21.0,98.8,,,19.0,35.0,21.2,1.0,3/8/2021 14:00
630,11778,31.0,6.0,21.0,98.8,17.0,,21.0,31.0,21.2,1.0,3/8/2021 14:00
631,12958,,3.0,21.0,88.0,2.0,,20.0,26.0,23.0,3.6,3/8/2021 14:00
632,12957,,4.0,21.5,91.0,12.0,,44.0,73.0,23.0,3.8,3/8/2021 15:00
633,13015,116.0,30.0,21.5,91.0,24.0,,76.0,116.0,23.0,3.8,3/8/2021 14:00
634,13018,,4.0,22.0,88.0,9.0,,14.0,19.0,24.0,4.1,3/8/2021 14:00
635,13019,97.0,7.0,21.5,91.0,20.0,,59.0,97.0,23.0,3.8,3/8/2021 14:00
636,13026,121.0,9.0,21.5,91.0,16.0,,87.0,121.0,23.0,3.8,3/8/2021 14:00
637,1584,,9.0,22.0,76.0,1.0,,,,26.5,1.8,3/3/2021 9:00
638,1585,,2.0,22.0,65.0,1.0,,,,29.0,7.7,3/8/2021 14:00
639,13017,131.0,12.0,22.0,88.0,17.0,,81.0,131.0,24.0,4.1,3/8/2021 14:00
640,13020,,5.0,21.5,91.0,8.0,,37.0,52.0,23.0,3.8,3/8/2021 14:00
641,13013,135.0,18.0,22.0,88.0,23.0,,82.0,135.0,24.0,4.1,3/8/2021 14:00
642,13014,122.0,9.0,21.5,91.0,,,66.0,122.0,23.0,3.8,3/8/2021 14:00
643,13252,9.0,,17.8,77.1,,988.0,9.0,6.0,22.0,1.0,3/8/2021 15:00
644,8767,78.0,,20.0,61.0,,,,78.0,28.0,3.6,3/14/2021 19:00
645,8688,111.0,,19.0,69.0,,,,,25.0,4.1,3/14/2021 19:00
646,8641,119.0,0.1,19.0,69.0,7.8,,,119.0,25.0,4.1,3/14/2021 19:00
647,13012,58.0,2.0,15.4,41.9,5.0,925.0,44.0,58.0,29.7,3.0,3/14/2021 19:00
648,12488,45.0,5.0,21.5,80.5,,,45.0,35.0,25.0,5.4,3/14/2021 19:00
649,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
650,12976,,3.0,19.0,69.0,8.0,,,,25.0,4.1,3/14/2021 19:00
651,13250,47.0,34.0,20.2,68.0,3.0,,7.0,47.0,26.6,4.0,3/14/2021 15:00
652,5507,35.0,,22.8,84.5,,998.5,21.0,35.0,25.6,2.0,3/14/2021 18:00
653,11778,28.0,4.0,21.8,86.5,9.0,,21.0,28.0,24.2,2.0,3/14/2021 11:00
654,12958,,2.0,19.0,65.0,8.0,,,,26.0,3.6,3/12/2021 12:00
655,12957,69.0,4.0,19.0,69.0,3.0,,49.0,69.0,25.0,4.1,3/14/2021 19:00
656,13015,88.0,37.0,18.0,61.0,23.0,,68.0,88.0,26.0,3.6,3/14/2021 18:00
657,13018,65.0,5.0,18.0,61.0,10.0,,45.0,65.0,26.0,3.6,3/14/2021 18:00
658,13019,70.0,7.0,18.0,61.0,36.0,,56.0,70.0,26.0,3.6,3/14/2021 18:00
659,13026,82.0,3.0,18.0,61.0,21.0,,57.0,82.0,26.0,3.6,3/14/2021 18:00
660,1584,,4.0,21.0,78.0,11.0,,,,25.0,1.5,3/14/2021 19:00
661,1585,,2.0,21.0,73.0,2.0,,,,26.0,7.7,3/14/2021 19:00
662,13017,91.0,12.0,18.0,61.0,20.0,,71.0,91.0,26.0,3.6,3/14/2021 18:00
663,13020,62.0,8.0,18.0,61.0,10.0,,47.0,62.0,26.0,3.6,3/14/2021 18:00
664,13013,86.0,14.0,18.0,61.0,20.0,,68.0,86.0,26.0,3.6,3/14/2021 18:00
665,13014,70.0,6.0,18.0,61.0,,,54.0,70.0,26.0,3.6,3/14/2021 18:00
666,13252,,,18.5,69.7,,982.7,2.0,1.0,24.4,5.0,3/14/2021 19:00
667,8767,78.0,,22.0,55.0,,,,78.0,32.0,5.6,3/16/2021 15:00
668,8688,105.0,,22.0,88.0,,,,,24.0,4.1,3/16/2021 15:00
669,8641,80.0,0.1,22.5,91.0,6.9,,,80.0,24.0,4.6,3/16/2021 15:00
670,13012,104.0,5.0,19.4,59.6,15.0,923.6,60.0,104.0,28.0,4.0,3/16/2021 15:00
671,12488,30.0,6.0,23.0,72.0,,,30.0,32.0,28.5,5.4,3/16/2021 14:00
672,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
673,12976,,3.0,23.0,94.0,8.0,,,,24.0,3.6,3/16/2021 14:00
674,13250,29.0,32.0,21.6,100.0,6.0,,7.0,29.0,21.6,1.0,3/15/2021 5:00
675,5507,24.0,,22.4,87.1,,998.2,13.0,24.0,24.7,2.0,3/16/2021 14:00
676,11778,22.0,4.0,22.4,87.1,7.0,998.2,15.0,22.0,24.7,2.0,3/16/2021 14:00
677,12958,,2.0,19.0,65.0,8.0,,,,26.0,3.6,3/12/2021 12:00
678,12957,55.0,4.0,22.0,88.0,8.0,,39.0,55.0,24.0,4.1,3/16/2021 15:00
679,13015,57.0,27.0,22.5,88.5,29.0,,52.0,57.0,24.5,3.6,3/16/2021 14:00
680,13018,52.0,3.0,22.5,88.5,5.0,,37.0,52.0,24.5,3.6,3/16/2021 14:00
681,13019,91.0,8.0,22.0,88.0,24.0,,57.0,91.0,24.0,4.1,3/16/2021 14:00
682,13026,66.0,5.0,22.5,88.5,15.0,,56.0,66.0,24.5,3.6,3/16/2021 14:00
683,1584,,2.0,22.0,69.0,11.0,,,,28.0,3.0,3/16/2021 15:00
684,1585,,2.0,22.0,69.0,1.0,,,,28.0,6.6,3/16/2021 15:00
685,13017,97.0,6.0,22.0,88.0,12.0,,67.0,97.0,24.0,4.1,3/16/2021 14:00
686,13020,40.0,2.0,22.0,88.0,4.0,,31.0,40.0,24.0,4.1,3/16/2021 14:00
687,13013,105.0,10.0,22.5,88.5,14.0,,73.0,105.0,24.5,3.6,3/16/2021 14:00
688,13014,91.0,7.0,22.0,88.0,,,59.0,91.0,24.0,4.1,3/16/2021 14:00
689,13252,150.0,,20.6,75.7,,982.7,150.0,87.0,25.2,3.0,3/16/2021 15:00
690,8767,59.0,,21.0,46.0,,,,59.0,34.0,4.6,3/24/2021 15:00
691,8688,160.0,,13.0,60.0,,,,160.0,21.0,2.0,3/24/2021 15:00
692,8641,190.0,0.1,13.0,60.0,9.2,,,190.0,21.0,2.0,3/24/2021 15:00
693,13012,14.0,3.0,18.2,45.4,7.0,923.6,14.0,11.0,31.4,5.0,3/24/2021 15:00
694,12488,,11.0,20.0,83.0,,,8.0,10.0,23.0,3.0,3/24/2021 15:00
695,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
696,12976,,3.0,5.5,38.5,6.0,,36.0,57.0,20.0,3.6,3/21/2021 2:00
697,13250,103.0,32.0,13.6,57.5,2.0,,23.0,103.0,22.4,1.0,3/24/2021 15:00
698,5507,,,16.7,71.9,,,14.0,24.0,22.0,1.0,3/24/2021 14:00
699,11778,50.0,98.0,11.0,68.6,4.0,,50.0,45.0,16.8,1.0,3/22/2021 13:00
700,12958,85.0,3.0,13.0,60.0,9.0,,66.0,85.0,21.0,2.0,3/24/2021 15:00
701,12957,132.0,4.0,12.5,58.0,16.0,,89.0,132.0,21.0,1.0,3/24/2021 15:00
702,13015,133.0,18.0,12.5,58.0,25.0,,94.0,133.0,21.0,1.0,3/24/2021 14:00
703,13018,71.0,4.0,12.5,58.0,8.0,,51.0,71.0,21.0,1.0,3/24/2021 14:00
704,13019,91.0,11.0,12.5,58.0,20.0,,62.0,91.0,21.0,1.0,3/24/2021 14:00
705,13026,,10.0,12.5,58.0,25.0,,8.0,10.0,21.0,1.0,3/24/2021 14:00
706,1584,47.0,3.0,20.0,73.0,11.0,,32.0,47.0,25.0,4.1,3/24/2021 15:00
707,1585,,5.0,24.0,94.0,8.0,,,,25.0,5.6,3/24/2021 15:00
708,13017,111.0,7.0,12.5,58.0,15.0,,81.0,111.0,21.0,1.0,3/24/2021 14:00
709,13020,64.0,4.0,12.5,58.0,8.0,,46.0,64.0,21.0,1.0,3/24/2021 14:00
710,13013,127.0,11.0,12.5,58.0,17.0,,90.0,127.0,21.0,1.0,3/24/2021 14:00
711,13014,91.0,10.0,12.5,58.0,,,58.0,91.0,21.0,1.0,3/24/2021 14:00
712,13252,157.0,,12.6,54.9,,985.8,145.0,157.0,22.1,2.0,3/24/2021 15:00
713,8767,57.0,,23.0,66.0,,,,57.0,30.0,1.5,3/29/2021 9:00
714,8688,164.0,,23.0,97.0,,,,164.0,23.5,1.2,3/29/2021 9:00
715,8641,155.0,0.1,24.0,94.0,6.9,,,155.0,25.0,2.0,3/29/2021 9:00
716,13012,108.0,5.0,19.4,88.9,12.0,923.7,68.0,108.0,21.3,1.0,3/29/2021 9:00
717,12488,,7.0,25.0,94.0,,,8.0,10.0,26.0,1.2,3/29/2021 9:00
718,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
719,12976,50.0,3.0,22.0,94.0,8.0,,38.0,50.0,23.0,4.8,3/27/2021 21:00
720,13250,159.0,34.0,23.1,97.0,1.0,995.4,59.0,154.0,23.6,2.0,3/29/2021 10:00
721,5507,,,22.6,100.0,,993.7,,,22.6,2.0,3/29/2021 9:00
722,11778,50.0,98.0,11.0,68.6,4.0,,50.0,45.0,16.8,1.0,3/22/2021 13:00
723,12958,25.0,4.0,22.0,94.0,29.0,,20.0,25.0,23.0,4.8,3/27/2021 21:00
724,12957,,4.0,22.0,88.0,8.0,,17.0,25.0,24.0,4.6,3/26/2021 18:00
725,13015,,28.0,22.0,94.0,44.0,,95.0,133.0,23.0,3.8,3/26/2021 17:00
726,13018,,1.0,23.0,94.0,10.0,,53.0,72.0,24.0,3.6,3/28/2021 4:00
727,13019,96.0,3.0,23.0,97.0,24.0,,58.0,96.0,23.5,1.2,3/29/2021 5:00
728,13026,,1.0,23.0,94.0,41.0,,53.0,46.0,24.0,4.1,3/28/2021 7:00
729,1584,111.0,7.0,24.0,74.0,10.0,,62.0,113.0,29.0,2.0,3/29/2021 10:00
730,1585,,6.0,21.0,58.0,6.0,,,,30.0,1.0,3/29/2021 9:00
731,13017,,15.0,22.0,94.0,28.0,,99.0,153.0,23.0,3.6,3/25/2021 20:00
732,13020,,2.0,23.0,100.0,4.0,,55.0,66.0,23.0,2.0,3/28/2021 4:00
733,13013,,8.0,23.0,94.0,19.0,,25.0,28.0,24.0,2.8,3/28/2021 0:00
734,13014,,5.0,22.0,94.0,,,69.0,108.0,23.0,4.1,3/26/2021 6:00
735,13252,112.0,,21.4,90.2,9.0,978.1,112.0,100.0,23.1,2.0,3/29/2021 10:00
736,8767,114.0,,21.0,44.0,,,,114.0,35.0,2.0,3/31/2021 14:00
737,8688,154.0,,25.0,79.0,,,,154.0,29.0,3.0,3/31/2021 15:00
738,8641,162.0,0.2,25.0,83.0,8.3,,,158.0,28.0,2.5,3/31/2021 14:00
739,13012,106.0,4.0,20.4,57.8,11.0,920.0,62.0,106.0,29.6,3.0,3/31/2021 15:00
740,12488,,7.0,25.0,64.0,,,,,32.5,3.3,3/31/2021 15:00
741,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
742,12976,115.0,4.0,25.0,79.0,10.0,,74.0,115.0,29.0,3.0,3/31/2021 15:00
743,13250,51.0,38.0,22.0,63.4,3.0,989.8,7.0,51.0,29.7,2.0,3/31/2021 15:00
744,5507,,,25.3,94.8,,989.3,,,26.2,3.0,3/31/2021 14:00
745,11778,50.0,98.0,11.0,68.6,4.0,,50.0,45.0,16.8,1.0,3/22/2021 13:00
746,12958,39.0,2.0,25.0,79.0,12.0,,35.0,39.0,29.0,3.0,3/31/2021 15:00
747,12957,110.0,5.0,25.0,79.0,5.0,,61.0,110.0,29.0,3.0,3/31/2021 15:00
748,13015,,56.0,24.0,100.0,48.0,,98.0,138.0,24.0,2.0,3/30/2021 19:00
749,13018,98.0,10.0,25.0,100.0,15.0,,63.0,98.0,25.0,2.5,3/30/2021 18:00
750,13019,123.0,22.0,25.0,97.0,37.0,,79.0,123.0,25.5,2.8,3/30/2021 19:00
751,13026,,11.0,24.0,100.0,60.0,,85.0,128.0,24.0,2.0,3/30/2021 19:00
752,1584,69.0,3.0,24.0,72.0,11.0,,44.0,69.0,29.5,4.6,3/31/2021 15:00
753,1585,,3.0,23.0,55.0,5.0,,,,33.0,6.1,3/31/2021 14:00
754,13017,,15.0,24.0,100.0,25.0,,97.0,137.0,24.0,2.0,3/30/2021 18:00
755,13020,91.0,8.0,24.0,100.0,15.0,,60.0,91.0,24.0,2.0,3/30/2021 19:00
756,13013,139.0,20.0,25.0,100.0,31.0,,98.0,139.0,25.0,2.5,3/30/2021 19:00
757,13014,,15.0,24.0,100.0,,,63.0,103.0,24.0,2.0,3/30/2021 19:00
758,13252,167.0,,23.7,59.5,12.0,972.4,151.0,167.0,32.6,1.0,3/31/2021 15:00
759,8767,95.0,,25.0,74.0,,,,95.0,30.0,3.6,4/1/2021 20:00
760,8688,90.0,,25.0,94.0,,,,90.0,26.0,4.1,4/1/2021 20:00
761,8641,107.0,0.2,25.0,94.0,7.4,,,107.0,26.0,4.1,4/1/2021 20:00
762,13012,122.0,10.0,20.3,64.9,30.0,919.2,74.0,122.0,27.5,1.0,4/1/2021 20:00
763,12488,,11.0,25.0,83.0,,,,,28.0,0.7,4/1/2021 20:00
764,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
765,12976,94.0,3.0,25.0,94.0,6.0,,73.0,94.0,26.0,4.1,4/1/2021 20:00
766,13250,146.0,34.0,23.9,72.3,4.0,989.5,43.0,146.0,29.4,3.0,4/1/2021 20:00
767,5507,,,24.2,100.0,,989.8,,,24.2,2.0,4/1/2021 19:00
768,11778,50.0,98.0,11.0,68.6,4.0,,50.0,45.0,16.8,1.0,3/22/2021 13:00
769,12958,27.0,2.0,25.0,94.0,10.0,,25.0,27.0,26.0,4.1,4/1/2021 20:00
770,12957,60.0,5.0,25.0,94.0,5.0,,43.0,60.0,26.0,4.1,4/1/2021 20:00
771,13015,46.0,12.0,25.0,88.0,22.0,,44.0,46.0,27.0,3.0,4/1/2021 9:00
772,13018,71.0,3.0,25.0,88.0,9.0,,57.0,71.0,27.0,3.0,4/1/2021 9:00
773,13019,91.0,11.0,25.0,88.0,24.0,,62.0,91.0,27.0,3.0,4/1/2021 9:00
774,13026,76.0,8.0,25.0,88.0,28.0,,70.0,76.0,27.0,3.0,4/1/2021 9:00
775,1584,58.0,6.0,24.0,88.0,11.0,,37.0,58.0,26.0,2.0,4/1/2021 20:00
776,1585,,2.0,23.0,78.0,2.0,,,,27.0,2.0,4/1/2021 20:00
777,13017,98.0,8.0,25.0,94.0,15.0,,71.0,98.0,26.0,2.3,4/1/2021 9:00
778,13020,44.0,2.0,25.0,94.0,6.0,,38.0,44.0,26.0,2.3,4/1/2021 9:00
779,13013,94.0,9.0,25.0,88.0,16.0,,71.0,94.0,27.0,3.0,4/1/2021 9:00
780,13014,88.0,11.0,25.0,88.0,,,61.0,88.0,27.0,3.0,4/1/2021 9:00
781,13252,190.0,,22.5,76.4,16.0,973.7,169.0,190.0,27.0,3.0,4/1/2021 20:00
782,8767,82.0,,20.0,55.0,,,,82.0,30.0,4.1,4/5/2021 19:00
783,8688,176.0,,22.0,94.0,,,,176.0,23.0,3.0,4/5/2021 19:00
784,8641,168.0,0.2,22.0,94.0,8.3,,,168.0,23.0,3.0,4/5/2021 19:00
785,13012,44.0,2.0,16.3,41.7,5.0,923.8,37.0,44.0,30.8,4.0,4/5/2021 20:00
786,12488,,6.0,24.0,88.0,,,,,26.0,4.8,4/5/2021 20:00
787,13251,1.0,12.0,19.0,73.0,50.0,,1.0,1.0,24.0,3.6,2/26/2021 15:00
788,12976,114.0,5.0,24.0,100.0,6.0,,63.0,114.0,24.0,1.5,4/4/2021 2:00
789,13250,170.0,31.0,20.0,97.0,3.0,,83.0,170.0,20.5,1.0,4/5/2021 20:00
790,5507,,,22.8,91.4,,,,,24.3,1.0,4/5/2021 19:00
791,11778,50.0,98.0,11.0,68.6,4.0,,50.0,45.0,16.8,1.0,3/22/2021 13:00
792,12958,62.0,5.0,22.0,94.0,19.0,,46.0,62.0,23.0,3.0,4/5/2021 19:00
793,12957,130.0,5.0,22.0,94.0,15.0,,73.0,130.0,23.0,3.6,4/5/2021 20:00
794,13015,131.0,34.0,22.0,88.0,38.0,,94.0,131.0,24.0,3.0,4/5/2021 17:00
795,13018,109.0,6.0,22.0,88.0,10.0,,64.0,109.0,24.0,3.0,4/5/2021 17:00
796,13019,123.0,17.0,22.0,88.0,31.0,,77.0,123.0,24.0,3.0,4/5/2021 17:00
797,13026,127.0,7.0,22.0,88.0,37.0,,91.0,127.0,24.0,3.0,4/5/2021 17:00
798,1584,35.0,7.0,22.0,78.0,11.0,,22.0,35.0,26.0,1.0,4/5/2021 20:00
